,holds,grades,year,angle
720,"[('B18', 'end'), ('C16', 'hold'), ('D5', 'start'), ('F12', 'hold'), ('F8', 'hold'), ('G13', 'hold'), ('H5', 'start'), ('I8', 'hold')]",6A+,2017,40
721,"[('A16', 'hold'), ('B13', 'hold'), ('B10', 'hold'), ('D18', 'end'), ('D15', 'hold'), ('E6', 'start'), ('E8', 'hold'), ('E11', 'hold'), ('F4', 'start')]",6A+,2017,40
722,"[('B18', 'end'), ('D4', 'start'), ('E13', 'hold'), ('E16', 'hold'), ('F8', 'hold'), ('H5', 'start'), ('I10', 'hold')]",6A+,2017,40
723,"[('D15', 'hold'), ('F18', 'end'), ('F5', 'start'), ('G13', 'hold'), ('H10', 'hold'), ('I8', 'hold')]",6A+,2017,40
724,"[('C16', 'hold'), ('E13', 'hold'), ('F18', 'end'), ('F8', 'hold'), ('F5', 'start'), ('G13', 'hold'), ('H10', 'hold'), ('H5', 'start')]",6A+,2017,40
725,"[('C16', 'hold'), ('D10', 'hold'), ('D4', 'start'), ('D2', 'hold'), ('E13', 'hold'), ('F18', 'end'), ('F8', 'hold'), ('H5', 'start')]",6A+,2017,40
726,"[('B18', 'end'), ('C16', 'hold'), ('E13', 'hold'), ('F8', 'hold'), ('F5', 'start'), ('H5', 'start'), ('J11', 'hold')]",6A+,2017,40
727,"[('D15', 'hold'), ('F12', 'hold'), ('F5', 'start'), ('G14', 'hold'), ('H18', 'end'), ('I8', 'hold')]",6A+,2017,40
728,"[('A5', 'start'), ('C10', 'hold'), ('C13', 'hold'), ('E8', 'hold'), ('F12', 'hold'), ('G16', 'hold'), ('H18', 'end'), ('H15', 'hold')]",6A+,2017,40
729,"[('A16', 'hold'), ('A18', 'end'), ('C13', 'hold'), ('D15', 'hold'), ('F5', 'start'), ('G13', 'hold'), ('H10', 'hold'), ('I8', 'hold')]",6A+,2017,40
730,"[('B15', 'hold'), ('D4', 'hold'), ('E11', 'hold'), ('F18', 'end'), ('H5', 'start')]",7A+,2017,40
731,"[('D5', 'start'), ('E14', 'hold'), ('H10', 'hold'), ('I6', 'start'), ('I16', 'hold'), ('K18', 'end')]",7A+,2017,40
732,"[('A5', 'start'), ('A18', 'end'), ('D7', 'hold'), ('D6', 'hold'), ('F17', 'hold'), ('G13', 'hold'), ('H8', 'hold')]",7A+,2017,40
733,"[('F4', 'start'), ('H18', 'end'), ('H9', 'hold'), ('I5', 'start'), ('I16', 'hold'), ('K13', 'hold')]",7A+,2017,40
734,"[('B5', 'start'), ('C9', 'hold'), ('D7', 'hold'), ('E5', 'start'), ('E12', 'hold'), ('E15', 'hold'), ('G9', 'hold'), ('G12', 'hold'), ('H16', 'hold'), ('I18', 'end')]",7A+,2017,40
735,"[('C18', 'end'), ('D16', 'hold'), ('E9', 'hold'), ('E12', 'hold'), ('G5', 'start'), ('G12', 'hold'), ('G15', 'hold'), ('H7', 'hold'), ('I9', 'hold'), ('J5', 'start')]",7A+,2017,40
736,"[('B13', 'hold'), ('D18', 'end'), ('D5', 'start'), ('G10', 'hold')]",7A+,2017,40
737,"[('A13', 'hold'), ('A15', 'hold'), ('A18', 'end'), ('C11', 'hold'), ('D11', 'hold'), ('G6', 'start'), ('G9', 'hold'), ('K3', 'start')]",7A+,2017,40
738,"[('B8', 'hold'), ('B4', 'start'), ('E11', 'hold'), ('G14', 'hold'), ('H18', 'end'), ('I16', 'hold'), ('K13', 'hold')]",7A+,2017,40
739,"[('B8', 'hold'), ('B4', 'start'), ('D12', 'hold'), ('F11', 'hold'), ('H15', 'hold'), ('H14', 'hold'), ('K18', 'end')]",7A+,2017,40
740,"[('A15', 'hold'), ('A18', 'end'), ('B8', 'hold'), ('E11', 'hold'), ('G6', 'start')]",7A+,2017,40
741,"[('A9', 'hold'), ('B6', 'start'), ('C4', 'start'), ('D11', 'hold'), ('F16', 'hold'), ('F14', 'hold'), ('F10', 'hold'), ('G18', 'end')]",7A+,2017,40
742,"[('D12', 'hold'), ('E4', 'start'), ('E14', 'hold'), ('F18', 'end'), ('G10', 'hold'), ('I4', 'start')]",7A+,2017,40
743,"[('D16', 'hold'), ('E9', 'hold'), ('E12', 'hold'), ('G5', 'start'), ('G12', 'hold'), ('H16', 'hold'), ('I6', 'hold'), ('I18', 'end'), ('J5', 'start')]",7A,2017,40
744,"[('A12', 'hold'), ('B9', 'hold'), ('D17', 'hold'), ('E11', 'hold'), ('E14', 'hold'), ('F7', 'hold'), ('H18', 'end'), ('H8', 'hold'), ('I3', 'start'), ('K6', 'start')]",7A,2017,40
745,"[('D11', 'hold'), ('D5', 'start'), ('H17', 'hold'), ('H14', 'hold'), ('H8', 'hold'), ('J18', 'end'), ('J3', 'start')]",7A,2017,40
746,"[('A5', 'start'), ('B4', 'start'), ('C9', 'hold'), ('D11', 'hold'), ('E7', 'hold'), ('E17', 'hold'), ('G14', 'hold'), ('H18', 'end'), ('I10', 'hold')]",7A,2017,40
747,"[('A12', 'hold'), ('B7', 'hold'), ('C4', 'start'), ('C15', 'hold'), ('D14', 'hold'), ('E11', 'hold'), ('F18', 'end')]",7A,2017,40
748,"[('F18', 'end'), ('F7', 'hold'), ('G4', 'start'), ('G13', 'hold'), ('J6', 'start'), ('K9', 'hold')]",7A,2017,40
749,"[('C4', 'hold'), ('D11', 'hold'), ('D5', 'start'), ('E6', 'start'), ('G13', 'hold'), ('H15', 'hold'), ('J18', 'end')]",7A,2017,40
750,"[('A10', 'hold'), ('B6', 'start'), ('D7', 'hold'), ('E5', 'start'), ('E9', 'hold'), ('E12', 'hold'), ('E18', 'end'), ('F13', 'hold'), ('H17', 'hold'), ('J14', 'hold')]",7A,2017,40
751,"[('A18', 'end'), ('C13', 'hold'), ('C16', 'hold'), ('D12', 'hold'), ('F6', 'hold'), ('G1', 'start'), ('G10', 'hold'), ('K5', 'start')]",7A,2017,40
752,"[('D18', 'end'), ('F4', 'start'), ('G14', 'hold'), ('G17', 'hold'), ('H9', 'hold'), ('I5', 'start'), ('I12', 'hold')]",7A,2017,40
753,"[('A4', 'start'), ('B18', 'end'), ('B8', 'hold'), ('D6', 'start'), ('E12', 'hold'), ('E17', 'hold'), ('F17', 'hold'), ('F10', 'hold'), ('H15', 'hold')]",7A,2017,40
754,"[('B4', 'start'), ('D18', 'end'), ('D15', 'hold'), ('D11', 'hold'), ('F8', 'hold')]",7A,2017,40
755,"[('F14', 'hold'), ('F13', 'hold'), ('F10', 'hold'), ('G18', 'end'), ('H6', 'start'), ('J8', 'hold'), ('J1', 'start')]",7A,2017,40
756,"[('A18', 'end'), ('C15', 'hold'), ('D17', 'hold'), ('E4', 'start'), ('F10', 'hold'), ('G13', 'hold'), ('H9', 'hold'), ('H3', 'start')]",7A,2017,40
757,"[('D13', 'hold'), ('E8', 'hold'), ('E12', 'hold'), ('H16', 'hold'), ('H6', 'start'), ('J18', 'end')]",7A,2017,40
758,"[('C17', 'hold'), ('D15', 'hold'), ('E12', 'hold'), ('H18', 'end'), ('H5', 'start'), ('I10', 'hold'), ('K4', 'start')]",7A,2017,40
759,"[('B18', 'end'), ('D6', 'start'), ('D5', 'start'), ('F16', 'hold'), ('F13', 'hold'), ('I8', 'hold'), ('J12', 'hold')]",7A,2017,40
760,"[('B10', 'hold'), ('C15', 'hold'), ('D5', 'start'), ('F18', 'end'), ('F13', 'hold'), ('F10', 'hold'), ('I6', 'start')]",7A,2017,40
761,"[('B18', 'end'), ('B3', 'start'), ('E7', 'hold'), ('E10', 'hold'), ('E17', 'hold'), ('F17', 'hold'), ('H12', 'hold'), ('I10', 'hold'), ('J14', 'hold')]",7A,2017,40
762,"[('B11', 'hold'), ('D18', 'end'), ('D8', 'hold'), ('E7', 'hold'), ('G6', 'start'), ('G13', 'hold')]",7A,2017,40
763,"[('B9', 'hold'), ('B6', 'start'), ('C5', 'start'), ('D11', 'hold'), ('D6', 'hold'), ('F16', 'hold'), ('F10', 'hold'), ('H18', 'end'), ('H14', 'hold')]",7A,2017,40
764,"[('C15', 'hold'), ('D11', 'hold'), ('F13', 'hold'), ('G17', 'hold'), ('H17', 'hold'), ('H9', 'hold'), ('H6', 'start'), ('K5', 'start'), ('K18', 'end')]",7A,2017,40
765,"[('C4', 'start'), ('C7', 'hold'), ('C12', 'hold'), ('C17', 'hold'), ('E14', 'hold'), ('F10', 'hold'), ('H18', 'end')]",7A,2017,40
766,"[('A4', 'start'), ('A12', 'hold'), ('B18', 'end'), ('B11', 'hold'), ('B3', 'start'), ('D14', 'hold'), ('D8', 'hold')]",7A,2017,40
767,"[('E6', 'hold'), ('F14', 'hold'), ('F11', 'hold'), ('F10', 'hold'), ('H18', 'end'), ('H2', 'start'), ('K5', 'start'), ('K12', 'hold')]",7A,2017,40
768,"[('B3', 'start'), ('C7', 'hold'), ('D9', 'hold'), ('F18', 'end'), ('H13', 'hold'), ('J9', 'hold'), ('K15', 'hold')]",7A,2017,40
769,"[('D10', 'hold'), ('D8', 'hold'), ('E10', 'hold'), ('F17', 'hold'), ('F15', 'hold'), ('H5', 'start'), ('J18', 'end'), ('K4', 'start')]",7A,2017,40
770,"[('B9', 'hold'), ('D5', 'start'), ('F18', 'end'), ('F12', 'hold'), ('F7', 'hold'), ('G4', 'start'), ('H17', 'hold'), ('H14', 'hold'), ('K11', 'hold')]",6C,2017,40
771,"[('A6', 'hold'), ('D10', 'hold'), ('E3', 'start'), ('E13', 'hold'), ('E16', 'hold'), ('G7', 'hold'), ('I3', 'start'), ('J18', 'end')]",6C,2017,40
772,"[('B8', 'hold'), ('D12', 'hold'), ('E11', 'hold'), ('F7', 'hold'), ('G4', 'start'), ('G16', 'hold'), ('H18', 'end'), ('H14', 'hold'), ('I2', 'start')]",6C,2017,40
773,"[('B4', 'hold'), ('C13', 'hold'), ('D17', 'hold'), ('D9', 'hold'), ('E11', 'hold'), ('G6', 'start'), ('G14', 'hold'), ('H18', 'end'), ('I5', 'hold'), ('K3', 'start')]",6C,2017,40
774,"[('D3', 'start'), ('F18', 'end'), ('F7', 'hold'), ('G13', 'hold'), ('H11', 'hold'), ('I4', 'start'), ('K8', 'hold')]",6C,2017,40
775,"[('B6', 'start'), ('C10', 'hold'), ('D18', 'end'), ('E8', 'hold'), ('F13', 'hold'), ('F4', 'start'), ('G14', 'hold'), ('H17', 'hold')]",6C,2017,40
776,"[('A5', 'start'), ('C17', 'hold'), ('D5', 'hold'), ('E14', 'hold'), ('F18', 'end'), ('F12', 'hold'), ('F7', 'hold'), ('G10', 'hold')]",6C,2017,40
777,"[('C13', 'hold'), ('D17', 'hold'), ('D15', 'hold'), ('G6', 'start'), ('H18', 'end'), ('H10', 'hold'), ('K5', 'start')]",6B+,2017,40
778,"[('D9', 'hold'), ('F13', 'hold'), ('F5', 'start'), ('G10', 'hold'), ('G16', 'hold'), ('H18', 'end'), ('I14', 'hold')]",6B+,2017,40
779,"[('C14', 'hold'), ('E3', 'start'), ('E13', 'hold'), ('E18', 'end'), ('F9', 'hold'), ('I3', 'start'), ('I7', 'hold')]",6B+,2017,40
780,"[('A6', 'start'), ('A12', 'hold'), ('C10', 'hold'), ('D16', 'hold'), ('D6', 'start'), ('E14', 'hold'), ('H18', 'end')]",6B+,2017,40
781,"[('B18', 'end'), ('C16', 'hold'), ('E3', 'start'), ('E13', 'hold'), ('F6', 'hold'), ('G11', 'hold'), ('I3', 'start'), ('J9', 'hold')]",6B+,2017,40
782,"[('B4', 'hold'), ('D18', 'end'), ('D11', 'hold'), ('D5', 'start'), ('F2', 'start'), ('G8', 'hold'), ('G13', 'hold')]",6B+,2017,40
783,"[('A6', 'start'), ('B18', 'end'), ('B3', 'start'), ('C16', 'hold'), ('E13', 'hold'), ('F8', 'hold'), ('G11', 'hold'), ('J11', 'hold')]",6B+,2017,40
784,"[('A5', 'start'), ('B8', 'hold'), ('C10', 'hold'), ('C13', 'hold'), ('E6', 'start'), ('E10', 'hold'), ('F17', 'hold'), ('G13', 'hold'), ('H18', 'end')]",6B+,2017,40
785,"[('B3', 'start'), ('F8', 'hold'), ('F5', 'start'), ('G14', 'hold'), ('H18', 'end'), ('J14', 'hold'), ('J11', 'hold')]",6B+,2017,40
786,"[('D9', 'hold'), ('E4', 'start'), ('G8', 'hold'), ('G13', 'hold'), ('G16', 'hold'), ('I3', 'start'), ('J18', 'end')]",6B+,2017,40
787,"[('A4', 'start'), ('D16', 'hold'), ('D12', 'hold'), ('D9', 'hold'), ('E3', 'start'), ('E12', 'hold'), ('G13', 'hold'), ('H18', 'end')]",6B+,2017,40
788,"[('A6', 'start'), ('D9', 'hold'), ('E6', 'start'), ('F18', 'end'), ('F13', 'hold'), ('G11', 'hold'), ('H16', 'hold')]",6B+,2017,40
789,"[('B18', 'end'), ('D9', 'hold'), ('E14', 'hold'), ('E16', 'hold'), ('G13', 'hold'), ('H5', 'start'), ('I10', 'hold')]",6B+,2017,40
790,"[('D15', 'hold'), ('E6', 'hold'), ('E11', 'hold'), ('E14', 'hold'), ('F4', 'start'), ('H18', 'end'), ('H10', 'hold')]",6B+,2017,40
791,"[('D5', 'start'), ('F18', 'end'), ('F12', 'hold'), ('G8', 'hold'), ('H14', 'hold'), ('H3', 'start')]",6B+,2017,40
792,"[('A5', 'start'), ('D15', 'hold'), ('D5', 'start'), ('F18', 'end'), ('F12', 'hold'), ('G8', 'hold'), ('G10', 'hold')]",6B+,2017,40
793,"[('A5', 'start'), ('B8', 'hold'), ('C4', 'start'), ('F18', 'end'), ('F10', 'hold'), ('G8', 'hold'), ('H14', 'hold'), ('J16', 'hold'), ('J11', 'hold'), ('J4', 'hold')]",6B+,2017,40
794,"[('A16', 'hold'), ('B10', 'hold'), ('D12', 'hold'), ('D5', 'start'), ('E14', 'hold'), ('F18', 'end'), ('G8', 'hold'), ('G10', 'hold')]",6B+,2017,40
795,"[('A6', 'hold'), ('A16', 'hold'), ('D10', 'hold'), ('E14', 'hold'), ('E18', 'end'), ('G6', 'start'), ('H8', 'hold'), ('J2', 'start')]",6B+,2017,40
796,"[('C13', 'hold'), ('D9', 'hold'), ('E11', 'hold'), ('F5', 'start'), ('G14', 'hold'), ('G16', 'hold'), ('H18', 'end')]",6B+,2017,40
797,"[('C13', 'hold'), ('D18', 'end'), ('E4', 'start'), ('F16', 'hold'), ('F13', 'hold'), ('H10', 'hold'), ('H3', 'start'), ('I8', 'hold')]",6B+,2017,40
798,"[('B13', 'hold'), ('D11', 'hold'), ('D5', 'start'), ('E11', 'hold'), ('E16', 'hold'), ('F15', 'hold'), ('F8', 'hold'), ('G9', 'hold'), ('I5', 'start'), ('J18', 'end')]",6B+,2017,40
799,"[('A11', 'hold'), ('A16', 'hold'), ('A18', 'end'), ('B14', 'hold'), ('B8', 'hold'), ('E6', 'hold'), ('E11', 'hold'), ('G6', 'start'), ('H1', 'start')]",6B+,2017,40
800,"[('A18', 'end'), ('C13', 'hold'), ('D17', 'hold'), ('F5', 'start'), ('H10', 'hold'), ('J4', 'start')]",6B+,2017,40
801,"[('A6', 'hold'), ('A12', 'hold'), ('A14', 'hold'), ('D9', 'hold'), ('D4', 'start'), ('E11', 'hold'), ('E16', 'hold'), ('E17', 'hold'), ('H18', 'end'), ('H5', 'start')]",6B+,2017,40
802,"[('F18', 'end'), ('F12', 'hold'), ('F7', 'hold'), ('F4', 'start'), ('H9', 'hold'), ('I16', 'hold'), ('J13', 'hold'), ('K17', 'hold')]",6B,2017,40
803,"[('A5', 'start'), ('A11', 'hold'), ('C13', 'hold'), ('E8', 'hold'), ('E11', 'hold'), ('F5', 'start'), ('G13', 'hold'), ('H18', 'end'), ('K15', 'hold')]",6B,2017,40
804,"[('D15', 'hold'), ('F18', 'end'), ('F7', 'hold'), ('G4', 'start'), ('G13', 'hold'), ('H11', 'hold'), ('I4', 'start'), ('K9', 'hold')]",6B,2017,40
805,"[('B18', 'end'), ('C13', 'hold'), ('D9', 'hold'), ('D5', 'start'), ('E16', 'hold'), ('F12', 'hold'), ('G4', 'start'), ('G8', 'hold')]",6B,2017,40
806,"[('B8', 'hold'), ('C4', 'start'), ('C10', 'hold'), ('C13', 'hold'), ('D17', 'hold'), ('E6', 'start'), ('G14', 'hold'), ('H18', 'end')]",6B,2017,40
807,"[('A5', 'start'), ('C7', 'hold'), ('C10', 'hold'), ('C13', 'hold'), ('F18', 'end'), ('F12', 'hold')]",6B,2017,40
808,"[('B8', 'hold'), ('C13', 'hold'), ('C16', 'hold'), ('D18', 'end'), ('F11', 'hold'), ('F5', 'start')]",6B,2017,40
809,"[('F5', 'start'), ('H18', 'end'), ('H10', 'hold'), ('I8', 'hold'), ('I16', 'hold'), ('J4', 'start'), ('K15', 'hold')]",6B,2017,40
810,"[('A11', 'hold'), ('B9', 'hold'), ('B8', 'hold'), ('E6', 'start'), ('E14', 'hold'), ('E16', 'hold'), ('H18', 'end')]",6C+,2017,40
811,"[('A6', 'start'), ('C6', 'start'), ('D9', 'hold'), ('F12', 'hold'), ('H18', 'end'), ('I15', 'hold')]",6C+,2017,40
812,"[('F5', 'start'), ('G13', 'hold'), ('H18', 'end'), ('H9', 'hold'), ('J4', 'start')]",6C+,2017,40
813,"[('A5', 'start'), ('D5', 'start'), ('F18', 'end'), ('G8', 'hold'), ('G10', 'hold'), ('G16', 'hold'), ('H11', 'hold'), ('J13', 'hold')]",6C+,2017,40
814,"[('A8', 'hold'), ('A16', 'hold'), ('A18', 'end'), ('C13', 'hold'), ('D17', 'hold'), ('D9', 'hold'), ('E11', 'hold'), ('F2', 'start'), ('G6', 'hold'), ('H9', 'hold'), ('J4', 'start')]",6C+,2017,40
815,"[('D11', 'hold'), ('D5', 'start'), ('G8', 'hold'), ('H18', 'end'), ('H14', 'hold'), ('I12', 'hold'), ('K16', 'hold')]",6C+,2017,40
816,"[('B6', 'start'), ('D3', 'start'), ('F18', 'end'), ('G8', 'hold'), ('G10', 'hold'), ('G16', 'hold'), ('H17', 'hold'), ('J13', 'hold'), ('J3', 'hold'), ('K5', 'hold')]",6C+,2017,40
817,"[('A11', 'hold'), ('C13', 'hold'), ('E8', 'hold'), ('G6', 'start'), ('G14', 'hold'), ('H18', 'end'), ('I16', 'hold'), ('J4', 'start')]",6C+,2017,40
818,"[('B14', 'hold'), ('D18', 'end'), ('D17', 'hold'), ('D4', 'start'), ('F13', 'hold'), ('G6', 'hold'), ('H10', 'hold'), ('H5', 'hold')]",6C+,2017,40
819,"[('C10', 'hold'), ('D12', 'hold'), ('F9', 'hold'), ('F5', 'start'), ('G16', 'hold'), ('H12', 'hold'), ('I4', 'start'), ('J18', 'end'), ('J14', 'hold')]",6C+,2017,40
820,"[('B4', 'start'), ('C7', 'hold'), ('D18', 'end'), ('G8', 'hold'), ('H15', 'hold'), ('H14', 'hold'), ('H9', 'hold'), ('K11', 'hold')]",6C+,2017,40
821,"[('A3', 'hold'), ('A11', 'hold'), ('A16', 'hold'), ('B14', 'hold'), ('D18', 'end'), ('D9', 'hold'), ('D5', 'start'), ('I5', 'start')]",6C+,2017,40
822,"[('B10', 'hold'), ('F18', 'end'), ('F7', 'hold'), ('G4', 'start'), ('G8', 'hold'), ('G13', 'hold'), ('J6', 'start')]",6C,2017,40
823,"[('A16', 'hold'), ('C10', 'hold'), ('D18', 'end'), ('E6', 'start'), ('E14', 'hold'), ('F11', 'hold'), ('F5', 'start')]",6C,2017,40
824,"[('C10', 'hold'), ('D18', 'end'), ('D17', 'hold'), ('D5', 'start'), ('G3', 'start'), ('G7', 'hold'), ('G13', 'hold')]",6C,2017,40
825,"[('E13', 'hold'), ('E18', 'end'), ('F6', 'start'), ('I3', 'start'), ('I10', 'hold')]",6C,2017,40
826,"[('F6', 'start'), ('H18', 'end'), ('H10', 'hold'), ('H5', 'start'), ('I16', 'hold'), ('K13', 'hold')]",6C,2017,40
827,"[('D18', 'end'), ('E4', 'start'), ('F12', 'hold'), ('G10', 'hold'), ('G13', 'hold'), ('H11', 'hold')]",6C,2017,40
828,"[('C15', 'hold'), ('D11', 'hold'), ('E6', 'start'), ('E8', 'hold'), ('F18', 'end'), ('F13', 'hold'), ('F10', 'hold'), ('F5', 'start')]",6C,2017,40
829,"[('D17', 'hold'), ('D9', 'hold'), ('E11', 'hold'), ('F5', 'start'), ('G14', 'hold'), ('H18', 'end')]",6C,2017,40
830,"[('D18', 'end'), ('D15', 'hold'), ('G13', 'hold'), ('H11', 'hold'), ('I4', 'start'), ('J6', 'start'), ('K9', 'hold')]",6C,2017,40
831,"[('E6', 'start'), ('F18', 'end'), ('F10', 'hold'), ('F5', 'start'), ('H15', 'hold'), ('H14', 'hold'), ('I8', 'hold'), ('K11', 'hold')]",6C,2017,40
832,"[('D15', 'hold'), ('E11', 'hold'), ('E14', 'hold'), ('F18', 'end'), ('G4', 'start'), ('I8', 'hold'), ('J4', 'start')]",6C,2017,40
833,"[('D5', 'start'), ('E4', 'start'), ('F18', 'end'), ('F12', 'hold'), ('G10', 'hold'), ('H15', 'hold')]",6C,2017,40
834,"[('A8', 'hold'), ('C4', 'start'), ('D16', 'hold'), ('D11', 'hold'), ('E11', 'hold'), ('F14', 'hold'), ('H18', 'end')]",6C,2017,40
835,"[('H18', 'end'), ('H14', 'hold'), ('H9', 'hold'), ('I12', 'hold'), ('J4', 'start'), ('K3', 'start'), ('K8', 'hold'), ('K16', 'hold')]",6C,2017,40
836,"[('F18', 'end'), ('G6', 'start'), ('H15', 'hold'), ('H14', 'hold'), ('H11', 'hold'), ('I4', 'start'), ('K9', 'hold'), ('K13', 'hold')]",6C,2017,40
837,"[('F18', 'end'), ('G4', 'start'), ('G13', 'hold'), ('H11', 'hold'), ('I8', 'hold'), ('J4', 'start')]",6C,2017,40
838,"[('B9', 'hold'), ('B4', 'start'), ('C15', 'hold'), ('D17', 'hold'), ('D11', 'hold'), ('E6', 'start'), ('F13', 'hold'), ('F10', 'hold'), ('H18', 'end')]",6C,2017,40
839,"[('D18', 'end'), ('E4', 'start'), ('F12', 'hold'), ('G8', 'hold'), ('G16', 'hold'), ('H17', 'hold'), ('H3', 'start'), ('J13', 'hold'), ('J6', 'hold')]",6C,2017,40
840,"[('C17', 'hold'), ('D12', 'hold'), ('D5', 'start'), ('E14', 'hold'), ('F18', 'end'), ('F7', 'hold'), ('G4', 'start'), ('G10', 'hold')]",6C,2017,40
841,"[('D5', 'hold'), ('E4', 'start'), ('F18', 'end'), ('F12', 'hold'), ('F7', 'hold'), ('G10', 'hold'), ('G16', 'hold'), ('H17', 'hold'), ('H3', 'start'), ('J13', 'hold')]",6C,2017,40
842,"[('B4', 'start'), ('C7', 'hold'), ('C10', 'hold'), ('D18', 'end'), ('F14', 'hold'), ('G10', 'hold'), ('G13', 'hold'), ('G17', 'hold')]",6C,2017,40
843,"[('B4', 'start'), ('D18', 'end'), ('D9', 'hold'), ('E6', 'start'), ('G14', 'hold'), ('H17', 'hold'), ('H10', 'hold')]",6C,2017,40
844,"[('E16', 'hold'), ('F6', 'start'), ('G11', 'hold'), ('I3', 'start'), ('I13', 'hold'), ('J18', 'end'), ('J9', 'hold')]",6C,2017,40
845,"[('D8', 'hold'), ('D4', 'start'), ('E3', 'start'), ('I7', 'hold'), ('J18', 'end'), ('J16', 'hold'), ('J14', 'hold'), ('J11', 'hold')]",6C,2017,40
846,"[('B18', 'end'), ('C14', 'hold'), ('C16', 'hold'), ('D10', 'hold'), ('D4', 'start'), ('H8', 'hold'), ('I3', 'start'), ('I13', 'hold')]",6C,2017,40
847,"[('E8', 'hold'), ('G3', 'start'), ('G10', 'hold'), ('G13', 'hold'), ('H5', 'start'), ('J18', 'end'), ('K13', 'hold')]",6C,2017,40
848,"[('A6', 'start'), ('A12', 'hold'), ('A14', 'hold'), ('B3', 'start'), ('D10', 'hold'), ('E16', 'hold'), ('F17', 'hold'), ('J18', 'end')]",6C,2017,40
849,"[('A18', 'end'), ('C15', 'hold'), ('D17', 'hold'), ('F13', 'hold'), ('F10', 'hold'), ('G6', 'start'), ('H9', 'hold'), ('J4', 'start')]",6C,2017,40
850,"[('C2', 'start'), ('C9', 'hold'), ('E2', 'start'), ('G18', 'end'), ('H15', 'hold'), ('H12', 'hold')]",8A+,2017,40
851,"[('D18', 'end'), ('D11', 'hold'), ('E2', 'start'), ('G6', 'hold'), ('H12', 'hold'), ('K3', 'start')]",8A+,2017,40
852,"[('D16', 'hold'), ('D9', 'hold'), ('H4', 'start'), ('I4', 'start'), ('J12', 'hold'), ('K18', 'end')]",8A+,2017,40
853,"[('A9', 'hold'), ('B3', 'start'), ('F18', 'end'), ('F11', 'hold'), ('I16', 'hold'), ('J12', 'hold'), ('J9', 'hold')]",8A,2017,40
854,"[('A13', 'hold'), ('B17', 'hold'), ('C15', 'hold'), ('D11', 'hold'), ('F10', 'hold'), ('G18', 'end'), ('J10', 'hold'), ('J8', 'hold'), ('K5', 'start')]",8A,2017,40
855,"[('A4', 'start'), ('B18', 'end'), ('B11', 'hold'), ('B3', 'start'), ('D8', 'hold'), ('E17', 'hold'), ('H12', 'hold'), ('I13', 'hold'), ('K6', 'hold')]",8A,2017,40
856,"[('C4', 'start'), ('E18', 'end'), ('G7', 'hold'), ('G12', 'hold'), ('J15', 'hold')]",8A,2017,40
857,"[('B6', 'start'), ('C8', 'hold'), ('D11', 'hold'), ('I14', 'hold'), ('I17', 'hold'), ('K18', 'end')]",8A,2017,40
858,"[('B12', 'hold'), ('B5', 'hold'), ('C6', 'start'), ('C11', 'hold'), ('G15', 'hold'), ('H18', 'end'), ('I9', 'hold'), ('J5', 'start')]",8A,2017,40
859,"[('B15', 'hold'), ('E10', 'hold'), ('F16', 'hold'), ('G11', 'hold'), ('H18', 'end'), ('H6', 'start'), ('I5', 'start')]",7C+,2017,40
860,"[('B18', 'end'), ('C4', 'start'), ('D14', 'hold'), ('D8', 'hold'), ('F17', 'hold'), ('G6', 'start'), ('H12', 'hold')]",7C+,2017,40
861,"[('E18', 'end'), ('F6', 'start'), ('I3', 'start'), ('I10', 'hold'), ('J17', 'hold'), ('J14', 'hold')]",7C+,2017,40
862,"[('A11', 'hold'), ('C15', 'hold'), ('D16', 'hold'), ('E3', 'start'), ('E9', 'hold'), ('F18', 'end'), ('G2', 'start'), ('H11', 'hold')]",7C+,2017,40
863,"[('B4', 'start'), ('F18', 'end'), ('F16', 'hold'), ('F3', 'start'), ('G9', 'hold'), ('K11', 'hold'), ('K12', 'hold'), ('K13', 'hold')]",7C+,2017,40
864,"[('C4', 'start'), ('E9', 'hold'), ('I11', 'hold'), ('I16', 'hold'), ('I18', 'end'), ('J12', 'hold')]",7C+,2017,40
865,"[('A9', 'hold'), ('B7', 'hold'), ('D12', 'hold'), ('E4', 'start'), ('G18', 'end'), ('H3', 'start'), ('I14', 'hold')]",7C+,2017,40
866,"[('B15', 'hold'), ('B5', 'start'), ('C6', 'start'), ('C18', 'end'), ('D13', 'hold'), ('G9', 'hold'), ('H7', 'hold'), ('J12', 'hold')]",7C+,2017,40
867,"[('C5', 'start'), ('C6', 'start'), ('F13', 'hold'), ('G9', 'hold'), ('J18', 'end'), ('K16', 'hold')]",7C+,2017,40
868,"[('D11', 'hold'), ('E18', 'end'), ('F4', 'start'), ('G7', 'hold'), ('I4', 'start'), ('I16', 'hold'), ('J12', 'hold')]",7C+,2017,40
869,"[('B12', 'hold'), ('B5', 'start'), ('C18', 'end'), ('D7', 'hold'), ('G5', 'start'), ('G9', 'hold'), ('G15', 'hold')]",7C+,2017,40
870,"[('E5', 'start'), ('E9', 'hold'), ('E15', 'hold'), ('H7', 'hold'), ('I18', 'end'), ('J12', 'hold'), ('J5', 'start')]",7C+,2017,40
871,"[('B5', 'start'), ('C5', 'start'), ('C15', 'hold'), ('D14', 'hold'), ('D11', 'hold'), ('F18', 'end'), ('G7', 'hold')]",7C+,2017,40
